Long Term Testing Log File,,,-,2024-04-10_1638
Time,,,,,Param,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Message
""
2024-04-10_1638,,,,,FREQ,29451,5152,28868,33002,40862
2024-04-10_1638,,,,,AMP,0.004,0.004,0.004,0.004,0.004
2024-04-10_1638,,,,,PHASE,123,46,152,134,27
2024-04-10_1638,,,,,,,,,,,SIGNAL GENERATORS ARE SETUP
2024-04-10_1638,,,,,,,,,,,PIC & FPGA Initialized - STARTING FPGA
Time,,,,,Param,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Message
""
2024-04-10_1639,,,,,FREQ,20780,17739,35949,19133,28195
2024-04-10_1639,,,,,AMP,0.004,0.004,0.004,0.004,0.004
2024-04-10_1639,,,,,PHASE,128,119,36,118,148
2024-04-10_1639,,,,,,,,,,,SIGNAL GENERATORS ARE SETUP
